common_voice_mn_28795605|Эд ер нь өөд бологсдоо яаж нутаглуулдаг юм болоо!
common_voice_mn_28795619|Бүсгүй яав ч муу юм бодоогүй гэж Балдан бат итгэнэ.
common_voice_mn_28795622|Том өрөөнд нэг их тавилга байхгүй, ердөө яг хэрэгтэй зүйл нь л байдаг байв.
common_voice_mn_28795629|Хэдэн индиан малчин сүргээ гэр өөдөө туугаа биз.
common_voice_mn_28795630|Өвчин зовлон бүхэн ямар нэг муу сүнсний хорлол байдаг юм.
common_voice_mn_28795659|Ямар учраас чухам тэр өөрөө яриаг хөндлөнгөөс нь чагнах болов?
common_voice_mn_28795669|Энэхүү улирал нэн онцгой болох нь эхний тоглолтоос л илт болов.
common_voice_mn_28795670|Тэр хаалгыг хаагаад хөтчийн дэргэд суухад Пеппино ар талд нь очиж суув.
common_voice_mn_28795679|Тэгэлгүй яах вэ гэж Софи хэлэв.
common_voice_mn_28795694|Австри Францад халдсан тохиолдолд Александр холбоотныхоо талд дайтах эсэх нь тун бүрхэг үлджээ.
common_voice_mn_28795695|Шорвог хоол идэхлээр ам минь их цангадаг.
common_voice_mn_28795717|Тиймээс, засаг захиргааны бүрэлдэхүүн байнга солигддог, чадваргүй, үр ашиггүй байдал болон авлига нийтлэг байв.
common_voice_mn_28795719|Энэ их зовлонг олон шавь нараасаа холдуулж хайрла.
common_voice_mn_28795720|Би хичээл дээрээ энэ асуултыг олон хүнээс асуудаг.
common_voice_mn_28795846|Цэрэндагва гуай дуу цөөнтэй ч хөнгөн шингэн байрын хүн билээ.
common_voice_mn_28795848|Тэр ажилтан сэтгэл хангалуун байдалтай ангиас гарч одов.
common_voice_mn_28795849|Зарим хүний орон зай сулаас болж ялангуяа эмэгтэйчүүд залуучууд ховст их ордог.
common_voice_mn_28795851|Биднийг хүний нөөцийн газраас явууллаа.
common_voice_mn_28795887|Сүүлд нь "би номд зааснаар хэлээд өгч болох л юм" гэж эрс шийдэмгийхэн хэлэв.
common_voice_mn_28795889|Баахан сонгуул болоод өнгөрсөн ч дэвшигсэд хөлжсөн баяжсан гайхам төрхтэй.
common_voice_mn_28795933|Магадгүй амьдралыг уртасгах ямар нэг өдөөгч нь стресс юм болов уу?
common_voice_mn_28795934|Бид хоёр сэтгэл ихэд хангалуун гарч ирээд шатны эхэнд хэсэг зогсознолоо.
common_voice_mn_28795937|Энэ нотолгоог чи үгүйсгэж яагаад ч чадахгүй.
common_voice_mn_28795958|Орой гэхэд бүх юмаа бэлтгэж дуусав.
common_voice_mn_28795959|Энэ тухай өгүүлсэн шүлэглэл нь бичгийн санд байна билээ.
common_voice_mn_28795976|Үргэлж дагаад байхаар цаадах чинь улам цаашаа очиж, бүр сөгдүүлэх гээд байгаа юм.
common_voice_mn_28795994|Хилийг битгий нэвтрээрэй гэж робот анхаарууллаа.
common_voice_mn_28795997|Дайсны нэг цэрэг манхны оройгоос байраа солин бидэн рүү адтай мэргэн галлаж байв.
common_voice_mn_28796017|Сармай Лхүндэвээс бид айхыг больж, улсуудын ард очоод яриаг нь удтал чагнадаг болов.
common_voice_mn_28796033|Хээнцэр эхнэр нь эрхэлж гүйцсэн том саарал нохойгоо хөтөлж ирсэн билээ.
common_voice_mn_21814879|Одоо би урьд шөнө юу болсныг ойлгож байна.
common_voice_mn_21814881|Сурлагын дүнгээс аваад л намайг ямар нэг талаар хавчина даа гэж боддог байжээ.
common_voice_mn_21814882|Төслийн судалгааныхаа шугамаар Монголд, бүр говьд уурхайн жолооч нартай хамт урт замд явж ажилласан.
common_voice_mn_21814883|Тийм хүн зөвхөн өөрийнхөө л төлөө амьдарч явдаг.
common_voice_mn_21814885|Ажил олголт, амьжиргааны түвшин, хоол хүнсний чанарыг дээшлүүлснээр хүмүүс урт насалж, удаан жаргах болсон.
common_voice_mn_21814888|Гэтэл би түүнийг аль хэдийн нэг удаа гомдоочихсон шүү дээ.
common_voice_mn_21814899|Жишээлбэл, энгийн тариачин гаралтай Лю Бангийн байгуулсан Хань улс чухам энд түшиглэж зөвтгөгдсөн гэдэг.
common_voice_mn_21814900|Одоо тэрээр Мад түүний толгойноос өөр бас ажилладаг толгой байдгийг үзүүлэхээр шийдэв.
common_voice_mn_21814902|Иймээс, тухайн улс үндэстний соёл нь хүмүүсээ, иргэдээ бүтээж байгаа хэрэг юм.
common_voice_mn_21814940|Ажиллаж чаддаг өөр хүн хөлсөлж авна.
common_voice_mn_21814948|Бэйлорын түрэмгий зан нилээн зөөлрөөд ирэв.
common_voice_mn_21814955|Гэвч түүний сэтгэл зүрх үүнд тэмүүлдэггүй.
common_voice_mn_21814956|Ингэсээр өдөр хоног өнгөрч наадам дөхсөөр байлаа.
common_voice_mn_21814958|Ёстой л далдыг хардаг увдистай байх.
common_voice_mn_21814960|Тухайн үгийн үндсийг монгол бичгийн дүрмээр хэрхэн зөв бичихийг харуулна.
common_voice_mn_21822920|Өнөө л зөвшөөрөл хүссэн шат дараалсан бичиг цаасны ажлаас болоод цаг алдаж саатаад байна.
common_voice_mn_21822921|Тэгэхээр яая даа, бушуухан том болоод л алс хол газар яваад өгөх юм сан.
common_voice_mn_21822923|Саран минь чамд би хамаг хайр сэтгэлээ зориулсан шүү дээ гэж хэллээ.
common_voice_mn_21822934|Бяцхан хүүг нь харахад, ажилд эвлэг дүйгээрээ намайг бодоход хавь илүү юм гэж санагдлаа.
common_voice_mn_21822942|Энэ бүхэн эр хүн ойлгоход туйлын бэрх зүйл.
common_voice_mn_21822943|Тэр ширээний араас босоод надад уух юм хийж өгөв.
common_voice_mn_21822945|Ер нь хүн амьдралын урт замд эндэж осолдох нь олонтоо биз.
common_voice_mn_21822948|Ай надад далайн өвчин бүү хүрээсэй.
common_voice_mn_21822950|Түншүүдийн нууцыг ашиглах нь компани зардлаа хамгийн бага хэмжээнд хүргэх боломж олгодог.
common_voice_mn_21822959|Би одоо болтол жаргалын үрийг суулгаагүй явсан.
common_voice_mn_21822972|Ноён Грифитс бол манай ач дүү.
common_voice_mn_21822974|Бидэнд тэр ямар хэрэгтэй юм бэ?
common_voice_mn_21822976|Тэр л болж яваа хэрэг биз ээ гэж Дондог хэлээд инээлээ.
common_voice_mn_21822982|Мөнгөнөөс чөлөөтэй болсон нөхцөлд мөнгийг хянаж болно.
common_voice_mn_21822984|Сайн сайхан гэгддэг бурхан түүнд яагаад ийм хатуу хандаж байгааг ойлгоход хэцүү байв.
common_voice_mn_21822986|Тэр жинхэнэ яруу найраг туурвиж чадах болов уу?
common_voice_mn_21822993|Тэртэй тэргүй бид ил цагаан газар бүслэгдсэн юм чинь.
common_voice_mn_21822994|Тэрний адил хүний зовлон аажимдаа элэгдэн арилдаг юм.
common_voice_mn_21823008|Энэхүү жагсаалд эцэг эхчүүд, иргэд олон нийт, спорт, урлагийнхан нэгдэж буйгаа илэрхийлжээ.
common_voice_mn_21823009|Сүүлэн хүү хааны тосож морийг нь авч уянгаа мориных нь хамрыг сэт татжээ.
common_voice_mn_21823010|Бүсгүй түргэн хөдөлж зурвасыг гарт нь шидлээ.
common_voice_mn_21823017|Мах бэлтгэл, үйлдвэрлэлд малын махны гарал үүслийг тодорхойлох, мөшгөх систем бий болгосон.
common_voice_mn_21823019|Би жаахан оройтож ирсэн бол бид хэзээ ч дахин учрахгүй байлаа шүү дээ.
common_voice_mn_21823021|Залуу хүүхнүүдийн харц ч Балдан дээр л тусан сэмхэн сэмхэн ширтэцгээдэг ажээ.
common_voice_mn_21823034|Ким Чен Ун цаашид цэнэгт хошуу, баллистик пуужингаа олноор үйлдвэрлэх болно гэж хэллээ.
common_voice_mn_21823035|Түүний хуучин нөхөр нь бусдын хүчийг сорогч удаа дараа хайр дурлалын явдалд орооцолдсон.
common_voice_mn_21823036|Хүйтэн зэвсэг барьсан этгээд автобусны буудал дээр байсан нэгэн эмэгтэйн аминд хүрэв.
common_voice_mn_21823039|Миний загалмайлсан эх ер бусын хачин хатагтай байсан юм шүү.
common_voice_mn_21823040|Зурагтаар мэдээнээс харах юм үнэндээ алга.
common_voice_mn_21823048|Түүний царайд ямар нэг бодлогоширсон байдал тодын тод бичээстэй байв.
common_voice_mn_21823063|Сэсээр улсад ном үзэж цол хамгаалаад хотод ирээ л дээ.
common_voice_mn_21823064|Болзоотын бор толгойд долоон бор хонио хариулдаг байжээ.
common_voice_mn_21823066|Эсвэл сахил санваараа мартан баахан улсыг цааш харуулж хийсэн хувьсгал уу?
common_voice_mn_21823072|Улмаар та Албанийн амбан захирагчаар томилогдож, энэ тушаалд байхдаа дэд ерөнхийлөгчид нэр дэвшиж, сонгогдов.
common_voice_mn_21823073|Нэг өдөр нөхөр маань тариа бригад орохоор ачааны машин дээр суугаад явлаа.
common_voice_mn_21823074|Тэрээр шаардлагатай газраа нэвтрээд тэвчээртэй байж цаг нь болохоор ажиллаж эхлэх ёстой.
common_voice_mn_21823075|Харин сургуулийн захиргаанд яагаад хэлээгүй явсан гэдгээ тайлбарлах хэрэгтэй.
common_voice_mn_21823082|Гэхдээ би хүрэн манжинтай шөл хийж чадна!
common_voice_mn_21823083|Гэтэл хөөрхий бүсгүй гуравхан сарын дараа бэлэвсрэн хоцорсон байна.
common_voice_mn_21823086|Авто, мото спортын чиглэлээр зураг авах хоббитой болж, энэ салбарт эргэлт буцалтгүй орсон доо.
common_voice_mn_21823099|Одоо өдөр тутам хийх бүтээлийн талаар зөвлөмж өгье.
common_voice_mn_21823101|Өөрөө өөрийгөө ялж чадсанаа гарах үр дүн өөр бусад бүх юмнаас илүү үнэтэй.
common_voice_mn_21843439|Агуу их хайрын дунд өссөн хүн хэзээ ч бэртэгчин болж өсдөггүй.
common_voice_mn_21843440|Замдаа алдчихав аа гэж захиж гэнэ.
common_voice_mn_21843444|Харин тамхи түүнээс ч олон дахин илүү хүмүүсийг хөнөөн сүйтгэсээр байна.
common_voice_mn_21843445|Би халимаг тавья гэхээс өдрийн бодол, шөнийн зүүд болчихлоо.
common_voice_mn_21843446|Харин янз бүрийн үеийн болон улс үндэстний оюуны сангаас сонгон авдаг.
common_voice_mn_21843449|Австрид Хүйтэн дайн юу юугүй орж ирэх гэж байв.
common_voice_mn_21843450|Яагаад ч юм бэ, тэгэхэд би бушуухан том болох юм сан гэж уйтгартайхан боджээ.
common_voice_mn_21843453|Энэ түүхэн хүнийг дэлхийн түүхэнд хувь нэмрээ оруулснаар нь ойлгох хэрэгтэй гэж уриалжээ.
common_voice_mn_21843456|Гэмгүй хүнтэй бүү хардаж чалчаад бай!
common_voice_mn_21843457|Сүртэй эхэлсэн ч гунигтай төгсөж буй их ёслолыг Цэрэнчимэд харж харж санаа алдав.
common_voice_mn_21843458|Тэр үдэш оронд орсон хойноо Туяагийн захидлыг арав дахин уншсан юм.
common_voice_mn_21843461|Эрүү шүүлтийн хүндэд автан хэрэг хүлээгүүжин хэмээн жил харав.
common_voice_mn_21843463|Олон хоног чөдөрлөж унах тусам харшиж турж эцнэ.
common_voice_mn_21843465|Цаашид яах нь үнэндээ тун аягүй байв.
common_voice_mn_18580266|Дараа нь бидний залуу цагийнх шиг илдээ эргүүлэн хатгалцсан даа.
common_voice_mn_18580268|Энэ бол тэдний амжилтын бодит нууц.
common_voice_mn_18580270|Ар талд бэлтгэл хүчинд цөөн ч гэсэн цэрэг үлдээх нь зөв бус уу?
common_voice_mn_18580271|Бид рашааны овоон дээр очиж томчуудад аашлуулан, өргөсөн мөнгө түүж хэрдээ л «баяждаг» байж.
common_voice_mn_18580274|Ер нь салсан хүргэндээ хадмууд нь таагүй байдаг билээ.
common_voice_mn_18580275|Зургаан нас хүрч байгаа нэг хөөрхөн хүү бий.
common_voice_mn_18580276|Ямар ч гэсэн хэдэн үг сольж үзье гэж шийджээ.
common_voice_mn_18580277|Бохир усны шугам хоолойн инженерт ажилчдын ажлын байруудаар эргэлдэх шаардлага байнга гарна.
common_voice_mn_18580278|Би л ингэж байж чадахгүй гээд хүүхэн бүр уурлажээ.
common_voice_mn_18580279|Хайлаасны мөчир мэт хоёр аварга биес нэгнээ нөмөрлөж байлаа.
common_voice_mn_18580286|гэж дооглон бултан нисдэг нь тэр гэнэ.
common_voice_mn_18580290|Хөмрөгийн жишээнд Канадын парламентын илтгэл, европын парламентын илтгэлийг дурдаж болно.
common_voice_mn_18580291|Төвөдүүдийг бодвол сүсэг бишрэлгүй гэдгээ нотолдог тэдний нэгэн жишээ бол Хөх нуурын тахилга юм.
common_voice_mn_18580294|Алдаж эндэхээс айхгүй инээж явдаг юм шүү!
common_voice_mn_18580297|Орон гэрийг эрж яваад олж явсан миний аз.
common_voice_mn_18580298|Скарлетт морийг харангуут зүрх нь унах шиг болов.
common_voice_mn_18580300|Би тэр хоёр хүнийг өмнө нь анхааралтай ажиглаж байсан уу?
common_voice_mn_18580317|Хожим нь тэрээр Массачусетс, Нью Жерси, Жеоржия мужуудын колонийн төлөөлөгчөөр ажиллаж байсан.
common_voice_mn_18580318|Ийм бодлогыг нүүрс шатаадаг хуучин цахилгаан станцуудыг солих явцад хэрэгжүүлэхэд хялбар.
common_voice_mn_18580320|Сонин олон хүний нүдэн дээр үүдний танхимд байрлуулсан байна.
common_voice_mn_18580323|Би үнэхээр унтсан юм болов уу?
common_voice_mn_18580327|Тэгээд зүүн хажуугаараа голдуу хэвтдэг юм байна даа гэж Чулуун бодов.
common_voice_mn_18580573|Тэр бээр бүгдэд энэрэнгүй, нигүүлсэнгүй сэтгэлийг үзүүлэхийг хичээх тул хүмүүстэй ижил тэгш харьцана.
common_voice_mn_18580574|Түүнийг ороход тайзан дээр КОНФЕРАНСЬЕ гарч ирж байв.
common_voice_mn_18580576|Хотын төвд хоёр өрөө сууц олгож аль.
common_voice_mn_18580577|Тэгэхэд нуур харин алиныг нь ч голохгүйгээр багтааж байдаг.
common_voice_mn_18580659|Ингэхээс өөрөөр өдрийг өнгөрөөж чадахгүй болсон хүн аж.
common_voice_mn_18580661|Би хотод ирээд хөглөж баларснаа ярихад сайшаах хүн нэг ч байсангүй.
common_voice_mn_18580679|Таван жил цэргийн талх хорооно гэдэг хэцүүхэн давааны нэг гэж санаарай.
common_voice_mn_18580680|Намайг орлогчийн хугацаанд зөрж чадахгүй гээд зориуд томилж байгаа юм.
common_voice_mn_18580681|Гэвч тийм юм хэзээ ч болсонгүй.
common_voice_mn_18580682|Эрүүл байвал бүх юмны арга олдоно.
common_voice_mn_18580683|Хүмүүсийг өөрийнхөө эсрэг хэзээ ч бүү хандуул.
common_voice_mn_18580692|Ийм хүнийг юу ч гэж буруут болгох билээ.
common_voice_mn_18580698|Аливаа нэг хүн худал ярьж байгаа эсэхийг би тодорхойлж чаддаг уу?
common_voice_mn_18580720|Айвал л хамаг хэрэг өнгөрөх нь тэр.
common_voice_mn_18580721|Түүгээр ч барахгүй энэ бол чухал ач холбогдолтой баримт мөн.
common_voice_mn_18584078|Боркенкою халуун үзэж тэмдэглэх ажлаа хийж байв.
common_voice_mn_18584079|Ингэж үзэхэд, үгийн сан бол толгой үгийн жагсаалтаас өргөн агуулгатай, баялаг бүтэцтэй юм.
common_voice_mn_18584080|Багш гэрийн даалгавар шалгаж, урьд зааснаа давтан асуугаад, шинэ хичээлдээ оров.
common_voice_mn_18584081|Мөн Монгол хэл Алтай овгийн хэл учраас Манж хэлтэй ч холбогдох жишээтэй.
common_voice_mn_18605393|Ихрийн өрөөсөн маань орчин үеийн Орос орны тухай шинжилгээ хийхээр шийдсэн.
common_voice_mn_18605395|Харин аян шалтаг битгий нэмээд жайжганачхаад ирээрэй.
common_voice_mn_18605406|Тэгсээр, Дагданы эхнэр нэг чангахан зандарч хэд сайн хараагаад арга буюу үлдэн хоцров.
common_voice_mn_18605407|Залуугийн цог хийморь дотоод сэтгэлийн чадлыг илтгэсэн зүс царай нь бахдам сайхан үзэгдэнэ.
common_voice_mn_18605408|Цагдаа нар Ерөөг чухам яасныг хэлж мэдэхгүй байна.
common_voice_mn_18605409|Гэтэл хэн нь ч нохойгоо дагуулж явуулаагүй байх ажээ.
common_voice_mn_18605410|Их сайхан мэдээ тийм үү?
common_voice_mn_18605432|Ирэх сайн өдөр ангийнхантайгаа явах уу!
common_voice_mn_18605459|Чи түүнийг тэгж ал гэж заан хэлэлцэх нь үнэхээр махчин мангас гэгч шиг.
common_voice_mn_18605460|Тийм болохоор хаашаа явах гэж хүс байгааг чинь мэдэхгүйгээр би чамд тусалж чадахгүй.
common_voice_mn_18605468|Харин одоо унтаад өглөө аян замын өмнө сайхан хооллоход дуртай байлгүй яах вэ.
common_voice_mn_18605475|Түүнийг хожсон Гарбинэ Мугуруса дараагийн шатанд Швейцарын Тимея Бачинскитэй тоглоно.
common_voice_mn_18605489|Түүнийг нь сумын төвийнхөн бүгд мэднэ.
common_voice_mn_18605490|Шаардлага гарвал зарим юмаар тусалж чадна.
common_voice_mn_18605507|Гарын шар ус тараах хэрэг болж магадгүй л байх.
common_voice_mn_18605508|Хоёр талын ус хөөс сахарч байна.
common_voice_mn_18605509|Хүүхэн овсхийн цочсоноо түүнийг танив бололтой мэдэгдэм төдий толгой дохив.
common_voice_mn_18605510|Энэ чухал тариа хажууханд нь байлаа.
common_voice_mn_19935195|Би эхнэрээ өөд болсны дараа ийшээ шилжиж ирсэн хүн.
common_voice_mn_19935248|Монголчууддаа хандаж хэлэх зүйлийг тань бид дамжуулъя.
common_voice_mn_19935251|Хамраас цус гарсан төлөөнөө уралцдаг буруу.
common_voice_mn_18586066|Ялангуяа тооны хуваах үйлдэлд үйлсгүй муу, бичгийн хэв гайгүй авч алдаа ихтэй байлаа.
common_voice_mn_18586069|Тэр зүгээр л алдааг чинь хэлж байгаа байхгүй юу!
common_voice_mn_18586071|гэж дотоод хүн чинь хэлж байна уу?
common_voice_mn_18586103|Зарим хэвлэл, мэдээллийн хэрэгслээр тэр дундаа нийгмийн сүлжээгээр буруу ойлголт тарааж байна.
common_voice_mn_18586106|Энэ үед тэр замд таарсан жижиг ойн тухай дурслаа.
common_voice_mn_18586107|Оросууд радио долгионы хуваарийг хайлт хийж сонсоод ажиглагчдыг тун амархан илрүүлчихнэ.
common_voice_mn_18586131|Тэр шөнө яг л зүүд зэрэглээ шиг манараад өнгөрсөн дөө.
common_voice_mn_18586132|Бүжиг, орчин үеийн хөгжимд чадах чадахгүй нь хамаагүй хоорондоо хуваалцдаг соёл ялангуяа чухал.
common_voice_mn_18586765|Хүн эмнэлгийн сургуулийн гуравдугаар ангид байхдаа нөгөө бүлгийнхээ нэг залуутай дотно сайн танилцсан юм.
common_voice_mn_18586767|Харин бодол санаа үг хэлээр дамжин биеждэг шүү дээ.
common_voice_mn_18586768|Энэхүү жишээ нь харилцааг баяжуулахад маш их нууцыг агуулсан чухал утгатай.
common_voice_mn_18586769|Манай дарга ч миний үгнээс нэг их ам мурийдаггүй хүн.
common_voice_mn_18594942|Энэ үгийг бид сайндаа ч гаргаагүй.
common_voice_mn_18594943|Батболдын сэтгэл хайлгасан гуйлтад би тэгж их уярсан гэж үү.
common_voice_mn_18594945|Бидний төлөвлөгөө хэрэгжихээс өмнө нэгэн учрал тохиолдов.
common_voice_mn_18594953|Зуслангийн байшин бол хотын чимээ, хурц гэрэл, замын түгжрэлээс холдон тайвшрах газар тань юм.
common_voice_mn_18594955|Бидний ажилд хятадууд ч оролцож байв.
common_voice_mn_18594956|Нэгдүгээр ангид ороход сар илүү хожимдсон гэдгээс өөр юм хэлсэнгүй.
common_voice_mn_18610405|Макс энэ бүхнийг огтхон ч анхаарсангүй.
common_voice_mn_18610406|Гэвч би түүнийг үзэж чадаагүй дээ үнэндээ тийм ч их харамссангүй.
common_voice_mn_18610407|Манай өвгөн чинь сүүхээтэй хүн байсандаа л тийм байранд орохгүй юу даа.
common_voice_mn_18610408|Гудамжны нохой дайравч, гөлөг гэж дуудвал түүнийг таниад буцна.
common_voice_mn_18610416|Дэмчигмоломыг ашиг орлогыг өсгөн, буян хишгийг дэлгэрүүлэхэд айлтгуулна.
common_voice_mn_18610417|Бидэртний соёлт өвөг дээдсээс уламжилсан монгол бичигтэй түмэн.
common_voice_mn_18610418|Дуунд дуртай болов оо би хэмээх ХХ зууны шилдэг дууны эмхэтгэлд байгаа.
common_voice_mn_18610419|Хаанаас мөнгө гарсныг ч тэр мэдэхгүй!
common_voice_mn_18610425|Согтуугаар машин жолоодсоны улмаас хүүхдүүд хүнд хөнгөн бэртэж гэмтжээ.
common_voice_mn_18610427|Одоо таны өмнө сууж байгаа нь Тоорой.
common_voice_mn_18610436|Ингэхэд та хэдэн дагуултай яваа билээ гэж ноён Берн асуулаа.
common_voice_mn_18621246|Хаант засаг нь Лордуудын танхим болон Нийтийн танхимаас бүрдэх парламентын дэмжлэгтэйгээр төр барьдаг.
common_voice_mn_18621276|Эхийнхээ хоосон хөхийг үлгэж шөнөжин уйлах болов.
common_voice_mn_18621281|Пиноккиог алиалагчид болон олсон дээгүүр явагчдын багийн менежер худалдан авчээ.
common_voice_mn_18630464|Миний зорилго бол өрсөлдөгчийнхөө толгой дотор юу болж байгааг мэдэх явдал юм.
common_voice_mn_18630489|Тэгвэл үнэнээсээ ярьж байгаа юм биз дээ?
common_voice_mn_18630490|Тэд нэг ёсондоо хууль бус төрснийхөө өшөөг ард түмнээс авдаг байжээ.
common_voice_mn_18630492|Хичээл бүрийн агуулгаас хэрэглэх арга шалтгаалдаг тухай бичжээ.
common_voice_mn_18630500|Энэ удаагийн цувралууд арай өөр онцлогтой гэж сонстоод байгаагийн учрыг хэлж өгнө үү.
common_voice_mn_18630501|Аав ээж хоёр нь тэднийг чухам юу хийж идсэнийг сайн ойлгосонгүй өнгөрөв.
common_voice_mn_18630504|Сүүлэн хүү бөгж аваад явчихлаа гэхэд "Чи гадаад хормойгоор хужир идсэнээрээ яв" гээд хөдөлсөнгүй.
common_voice_mn_18630515|Хаалганы хажуу дахь хүүхэлдэйнүүдийг яаж тайлбарлах вэ?
common_voice_mn_18630517|Гомбо нарийхан гудас хоймрын банзан орны урдуур дэвсэн пөөдгөр хөх дээлээрээ хучаад хэвтлээ.
common_voice_mn_18637213|Гэхдээ өдөр болгон хорин дөрвөн километр явган явах ёстой болжээ.
common_voice_mn_18637226|Энд аймшигт хэрэг болсон нь улам бүр тодорхой болжээ.
common_voice_mn_18637256|Хангалттай хэмжээний мөнгө байхгүй учраас би худалдаж авч чадахгүй байна гэв.
common_voice_mn_18637335|Тэр ялсан ч гайхаад байх зүйл байхгүй.
common_voice_mn_18637340|Гэтэл өнөөдөр тэдэн шиг өвөр түрийдээ орсон дотнын анд нөхөд үгүй болжээ.
common_voice_mn_18637352|Хүүхэн хүнийг хөөж ч чадна, эхнэр хүнийг эргүүлж ч чадна гээд гэж бардамнана.
common_voice_mn_18637353|Хөлөг онгоц дэлбэрэхэд тор задарч харин би гэмтэлгүй ниссэн.
common_voice_mn_18637354|Хашаанд харуулдах ёстой шадрууд хаалгаар гадагшлав.
common_voice_mn_18652656|Хурдан хөлтийн ээж тэрэгний аралд зүтгэж явахдаа хурдан морьдын нэгэн жүчээг олж харжээ.
common_voice_mn_18608160|Энэ маягаар сургуулиа цааш нь үргэлжлүүллээ.
common_voice_mn_18608169|Том ширэн богцны мөнгөн тоногтой суран үдээс чангалах гар сурмаг агаад эрмэг билээ.
common_voice_mn_18608172|Байшингийн захиргааны дарга энэ ярианд сэтгэл огт ханасангүй.
common_voice_mn_18608195|Бодгальчид шинэчлэлийн төлөө эрэлхийлэх хүсэл сонирхлын боломжид итгэдэг.
common_voice_mn_18608197|Нэг өдөр гүйцэтгэх цехийн дарга над дээр ирлээ.
common_voice_mn_18608219|Харин морьд нь их эцэж цуцсан тул арайхийн сажилж байна.
