segment_11|unused|Тэнд Альбертын янз бүрийн гайхамшгууд бие бие дээрээр овооролдон холилдон байна. Анчны үлээдэг эвэр, ахмад хийл, лимбэ гээд л бүхэл бүтэн найрал хөгжмийн зэмсэг байх бөгөөд энэ нь Альбер нэгэн үеийн хөгжим сонирхож байсныг гэрчилнэ. Зургийн тавиур, хөл, илүүр, хатсан будаг байх нь өнөөх хөгжимчин маань удалгүй уран зураг сонирхох болсныг үзүүлнэ. Эцэст нь туялзуур жад, нударган зодооны бээлий, элдэв сэлэм ба олон янзын муна байлаа.
segment_12|unused|Бидний өгүүлж байгаа тэр үеийн язгууртан залуучуудын заншлыг даган Альбер Де Морсер хөгжим, уран зургаар оролдохоосоо илүү дээдсийн хүрээлэнгийхний хүмүүжлийн дээд болох сэлэм эргүүлэх, нударган зодоон ба муна хэрэглэж чадах урлагаар ихэд шаргуу оролдож байжээ. Энэ тасалгаанд Гризье, Кукс ба Шарль Лебуше нарын оролддог асан бүх л төрлийн биеийн тамирын хэрэгсэл байв.
segment_13|unused|Тасалгааны бусад хэсэгт нь хятадын шаазан эдлэл, японы ваар сав, Лукка Дел Роббиагийн паалантай эдлэл, Бернер Дейлиссийн тавагнууд өрсөн Францискийнүеийн хуучин шүүгээ гуравдугаар Генрих, эсвэл Сюлли, арван гуравдугаар Людловик ч юм уу Ришелье ч сууж байсан байж магадгүй гэмээр түшлэгтэй сандал байв. Эдгээрийн хоёр дээр нь хааны титэмтэй хөх дэвсгэр дээр Францын гурван сараана цэцэгтэй сүлд байхыг нь үзвэл Луврын санч юм уу үгүйдээ л аль нэгэн хааны ордноос гарч ирсэн бололтой.
segment_14|unused|Эдгээр төвхөн бараан сандлууд дээр персийн хурц нарны гэрэл шингэсэн буюу калькутагийн болон чандернагорын хүүхнүүдийн гараас гарсан байж таарах олон өнгийн нэхмэл эд хамаа намаагүй хөсөр хэвтэнэ.
segment_15|unused|Нэхмэл эд ямар хэрэгтэйг энд байгаа хэн ч мэдэхгүй. Эдгээр торгонууд эзэн нь ч хэлж мэдэхгүй үүргээ хүлээн, тасалгааг өөрийн алтлаг өнгөөр гийгүүлэн байлаа.
segment_16|unused|Хамгийн ил харагдахуйц байранд Роллер ба Бланшийн хийсэн ягаан модон төгөлдөр хуур, хэмжээгээрээ жижигхэн, зочдын өрөөнд тохирох боловч, цаад гүнээсээ Бетховен, Вебер, Моцарт, Гайдн, гретер, Порпора нарын сонгодог хөгжмүүдийн бүхэл бүтэн найрал хөгжмийг багтаан уянгалсан аялгуу гаргана.
segment_17|unused|Хана, хаалга, тааз ер нь энд тэндгүй сэлэм, чинжаал хутга, муна, сүх, алтдаж хээ угалз гаргасан, хар чийтэй хуяг дуулга, хатаамал өвс, шороо шавар, хошуугаараа ангайж улбар өнгөт далавчаа нисэж байгаа юм шиг тэлсэн шувууны чихмэл зэрэг зүйл байлаа. Энэ бол Альберын дуртай тасалгаа гэдгийг хэлэх юун. Харин болзоо хийсэн өдрөө Альбер өглөөнийхөө хувцсыг өмсөөд доод давхрын зочдын жижиг өрөөнд сууж байв. Өргөн буйдантай өмнөх ширээн дээр петербургийн шар тамхинаас, синайн хар тамхи хүртэл мерилэнд, порто-рико, латаки гэх мэтийн сайн чанарын тамхийг голландын паалантай шаазан савнуудад хийж тавьжээ. Эдгээрийн дэргэд сайхан үнэртэй модоор хийсэн хайрцаг дотор пурес, регал, гавань, манил зэрэг ороомол навчин тамхийг урт богино, сайн муугаар нь ялган тавьжээ. Эцэст нь онгорхой шүүгээн дотор герман гаанс, алт, шүрээр гоёж чимсэн, урт хүзүүтэй хув соруудтай могой шиг мушгирсан усан гаанс зэрэг тамхичингуудын дурыг татан байлаа. Өглөөний сайн зоог зооглож, аяга сайхан кофе уусны дараа манарсан утаа өөд нь цагираглуулан баагиулж суух дуртай орчин үеийнхээ тамхичингуудад зориулсан энэ хамаа намаагүй тавьсан зүйлээ Альбер өөрөө эрхлэн зохион байгуулжээ.
segment_18|unused|Арван цагт арван таван минут дутуу байхад гэрийн хиа орж ирэв. Энэ бол зөвхөн англи хэлээр л ярьдаг арван таван настай зарц Жоныг эс тооцвол Морсерын ганц зарц нь болой. Жирийн өдрүүдэд эцэг эхийн тогооч, баяр ёслолын үеэр эцгийн нь зарц Альберын мэдэлд ирдэг нь мэдээж.
segment_19|unused|Хиаг Жермен гэнэ. Энэ хүн залуу эзнийхээ бүрэн итгэлийг хүлээжээ. Орж ирээд бөөн сонин ширээн дээр тавьж, баглаатай захидал Альбертэд өгөв. Альберт тэдгээрийг хайхрамжгүйхэн хараад, цэвэрхэн үсгээр хаягласан зузаан хоёр дугтуйг авч задлаад, нэлээд анхааралтай уншив.
segment_20|unused|- Энэ хоёр захидал яаж ирэв? гэж асуув
segment_21|unused|- Нэг нь шуудангаар, нөгөөхийг нь Данглар авгайн хиа авчирч өгсөн.
segment_22|unused|Дангдар авгайн лоожиндоо урьсан урилгыг хүлээн авлаа гэдгийг хэлүүл.
segment_23|unused|Байз байз … Дараа нь Роза дээр оч. Намайг дуурь тараад очно гэж хэл. Тэгээд зургаан шил шилдэг сайн дарс, киприйн херес, малаги, бас нэг сав остендийн хавч… аваачиж тавь. Харин хавчийг Борелиас аваарай, тэгэхдээ надад авч байгаа юм гэдгийг хэлэхээ битгий мартаарай.
segment_24|unused|- Хэдэн цагт өглөөний зоог барих вэ?
segment_25|unused|- Одоо хэдэн цаг болж байна? - Арван цагт арван таван минут дутуу байна.
segment_26|unused|- Яг арван цаг хагаст оруулаарай. Дебрэ яам уруу яарч магадгүй дээ. Түүнээс гадна (Альбер тэмдэглэлийнхээ дэвтрийг харж) би гүнд: тавдугаар сарын хорин нэгний арван цаг хагаст гэж болзоо тавьсан. Хэдийгээр амласан үгэнд нь төдий л их найдахгүй байгаа боловч хэлсэн үгэндээ хүрдэг байхыг хүсэж байна. Ингэхэд гүн ахай боссон болов уу, мэдээгүй биз?
segment_27|unused|- Хэрвээ эрхэм бэйст хэрэгтэй бол би очиж үзээд ирье.
segment_28|unused|- Тэг … Ликер дарстай савыг нь гуйгаад ир, минийх дундуурхан болчихож, нэгэн эрхэмсэг хүнийг танилцуулах зөвшөөрөл аваад ир.
segment_29|unused|Альбер, хиагаа гараад явчихтай зараг зөөлөн сандал дээр лагхийн суугаад, сонингоо дэлгэж театрын зарлал харж, бүжгийн жүжиг биш, дууль гарахыг нь мэдээд өөрт нь ярьж байсан шүдэнд хэрэглэх шинэ аргыг дэмий баахан эрснээ Парисын нэрийг гурван сониныг цувуулан хаяад уртаар эвшээлгэн аман дотроо, - Сонингууд өдрөөс өдөрт улам л уйтгартай болоод байх юм гэж бувтнав.
segment_30|unused|Энэ үед хаалга дээр хөнгөн тэрэг ирж зогсон, Люсьбен Дебрэ ирлээ гэж хиа мэдэгдэв.
segment_31|unused|Шаргал үстэй, цайвар царайтай, бор нүд нь ихэд биеэ тоосон байдалтай, уруулаа ихэмсгээр жимийж, алтан товчтой хөх фрак өмсөж, нарийн торгон оосроор ганц нүдний шил оосорлон зүүж, түүнийгээ зовхиныхоо булчингийн хүчээр баруун нүдэндээ хааяа хааяа тогтоож чаддаг ийм нэгэн залуу хүн албархуу байдалтай, инээмсэглэх ч үгүй орж ирэв.
segment_32|unused|- Сайн байна уу, Льюсен! гэж Альбер хэлээд - Та ер нь намайг өөрийхөө цаг баримталдаг нямбайгаараа айлгах юм! Би таныг хамгийн сүүлд ирэх байх гэж бодож байсан чинь харин аравт арван таван минут дутуу байхад хүрээд ирж. Өглөөний зоогийг арван цаг хагаст гэж захиалсан байдаг! Догь хэрэг ээ! Танай яам чинь татан буулгагдсан юм биш биз дээ гэв.
segment_33|unused|Тэгэхэд орж ирсэн залуу буйдан дээр суугаад, - Үгүй, найз минь, зовох юмгүй, бид цаг үргэлж дэнжигнэж байх боловч хэзээ ч татан буугдахгүй, тэгээд ч хагас аралд дээрх хэрэг явдал манай байдлыг бэхжүүлж байгааг хэлэлтгүйгээр бид бүгд солигдошгүй улс болж байна гэж бодоход хүрээд байна хэмээн хэлэв.
segment_34|unused|- Аа тийм, та нар Дон Карлосыг Испаниас хөөж байгаа л даа.
segment_35|unused|- Тийм юм байхгүй, бүү андуур. Бид түүнийг наад тал уруу явуулж, Буржид хааны зочлолыг хүлээн ав гэж байгаа.
segment_36|unused|- Буржид ий?
segment_37|unused|- Тийм ээ, ямар ч юм гэж гомдоллох юмгүй, чөтгөр ав! Бурж гэдэг чинь долдугаар Карлын нийслэл хот. Яалаа гэнэ ээ! Та үүнийг мэдэхгүй байсан юм уу? Өчигдөрөөс хойш үүнийг Парис даүараа мэдэх болсон, харин уржигдлараас эхлэн Биржид мэдэгдсэн юм. Данглар (энэ хүн болж байгаа шинэ сонин зүйл бүхнийг яаж бидэнтэй зэрэг мэдчихээд байгааг би ойлгохгүй байна)
segment_38|unused|- Өө, та чинь шинэ туузтай болчихсан байх шив? Урьд нь харагдаагүй цэнхэр тууз байх чинь.
segment_39|unused|- Тийм ээ, гуравдугаар Карлын одонг ирүүлсэн байна гэж Дебрэ хайхрамжгүй хариулав.
segment_40|unused|- Битгий хайнга байдал үзүүлэх гэж оролдоод бай, одон хүлээж авахад сайхан байна гэдгээ зүгээр л хэлчих.
segment_41|unused|- Нуулгүй хэлэхэд сайхан байна. Гоёл чимэгт нэмэр болж, товчилсон фрак дээр одон зүүгээд явахад их зохиж байна. Гоё юм.
segment_42|unused|- Тэгээд Уэльсийн хан хүү, эсвэл Рейхштатын бэйлтэй адилхан болно доо гэж Альбер инээмсэглэн хэлэв.
segment_43|unused|- Би танайд ийм эрт ирсний учир ийм л юм л даа, эрхэм минь.
segment_44|unused|- Өөрөөр хэлбэл гуравдугаар Карлын одонг хүлээж аваад, энэ сайхан мэдээгээ надад хэлэх гэж бодсон юм биз дээ?
segment_45|unused|- Үгүй дээ, тийм учраас ирсэн юм биш. Би дипломат захидал бичиг явуулах гэж шөнөжингөө суулаа. Тэгээд үүрээр гэртээ хүрч ирээд унтах гэсэн чинь толгой өвдөөд байхаар нь гадуур салхинд явъя гэж шийдлээ. Булоны ойд явж байтал гэдэс ч өлсөж, уйтгартай санагдав. Бие биедээ харш энэ хоёр сэрэл нэгэн зэрэг тохиолдох нь маш ховор байдаг боловч энэ удаа карлын бүгд найрамдахчуудын холбоо шиг юм болж миний эсрэг нэгджээ. Тэгтэл өнөө өглөө танайд найрлана гэдгээ гэнэт санаад, яваад ирлээ. Би өлсөж байна, хоол унд өгөөч, уйдаж байна, зугаацуулаач.
segment_46|unused|- Энэ бол эзэн хүн миний үүрэг, хайрт нөхөр минь гэж Альбер хэлээд, хонх дарж хиагаа дуудаж,- Жермен чи нэг хундага дарс, бисквит боовтой хамт аваад ир.
segment_47|unused|Аа одоохондоо Люсьвен та тамхи татаж бай, хил сэм давуулдаг наймааны юм шүү. Та үүнээс татаж үзээд, сайн санаат иргэд бидний татаж байгаа тамхины оронд ийм тамхи авчирч худалдаж байвал зүгээр юм гэж сайддаа хэлээрэй гэв.
segment_48|unused|Энэ зуур Люсьен алтан бариултай таягаараа дэлгээтэй байсан сонинг өлгөн хаяж байв.
segment_49|unused|- Энэ чинь тийм биш л дээ! Та нар энэ тамхийг хил сэт давуулж наймаалхаа больчихоор л хэрэглэхээсээ татгалзан энүүн шиг муухай юм гэж байхгүй болчихно доо. Харин энэ хэрэг бол дотоод яаманд хамаагүй, сангийн яаманд хамаарагдах ажил шүү дээ. Шууд биш татварын хэрэг эрхэлсэн ноён Юманд хэсэх хэрэгтэй, “А” гудмын хорин зургадугаар хаалганд бий.
segment_50|unused|- Та юмны учир их мэдэх хүн юм гэж Альбер хэлээд, - Тамхи аваач гэл ээ.
segment_51|unused|- Люсьен манилын ороомол навчин тамхи, алтан суурьтай лаанаас асаагаад, буйданг налж суув.
segment_52|unused|- Та бас хийх юмгүй жаргалтай хүн юм. Үүнийгээ мэддэггүй байх даа гэж Люсьен хэлэв.
segment_53|unused|- Эрхэм вант улсын амгалан тайваныг сахиулагч огт хийх юмгүй байсан бол яах байсан бэ гэж Морсер бага зэрэг ёжлон хэлээд, - Та европын их улс төрийн бодлогоос эхлээд Парисын өчүүхэн жижиг будлиануудыг хамарсан сайдын гарын нарийн бичгийн дарга шүү дээ. Та хаадыг хамгаална, бас хатан хаадыг хамгаалах нь бүр ч таатай, юмыг тогтоон баталж, сонгууль удирдаж, өөрийнхөө тасалгаан дотор үзэг, цахилгаан мэдээний тусламжтайгаар Наполеоны сэлэм, ялалтаараа дайны талбар дээр олж чадсан юмнаас илүү их юманд хүрнэ. Та цалин пүнлүүнээсээ гадна, жилд хорин таван мянган ливрийн орлоготой, бас Шато-Рено дөрвөн зуун луйдар өгсөн боловч, түүнд өгөөгүй морьтой хүн. Танд нэг ч өмдийг чинь эвддэггүй сайхан үйлчилдэг сайван бий. Опера театр, Жокей клуб, Варьете театр байхад та уйдлаа гэнээ? За яах вэ тэгвэл би таныг зугаацуулъя гэлээ.
segment_54|unused|- Юугаар тэр вэ?
segment_55|unused|- Шинэ танилаараа.
segment_56|unused|- Эрэгтэй хүн үү, эмэгтэй хүн үү?
segment_57|unused|- Эрэгтэй хүн.
segment_58|unused|- Тэртээ тэргүй би олныг танина шүү дээ.
segment_59|unused|- Үгүй ээ, та тийм хүн танихгүй байх.
segment_60|unused|- Тэр чинь хаанаас гараад ирсэн хүн бэ? Тэнгэрийн хаяанаас ирсэн хүн үү?
segment_61|unused|- Тэрнээс ч холоос байж магадгүй.
segment_62|unused|- Чөтгөр ав, үгүй тэр чинь танд өглөөний зоог авч ирэх юм биш биз?
segment_63|unused|- Үгүй энэ талаар сэтгэл бүү зов. Өглөөний зуушийг энд, энэ байшинд хийж байгаа. Та ер нь өлсчихсөн байна аа даа.
segment_64|unused|- Тийм ээ, хэдийгээр ичмээр боловч, хүлээхээс өөр аргагүй. Би өчигдөр ноён Вильфорынд хоол идсэн. Харин та энэ шүүхийнхэн дандаа муу хооллодгийг ажиглаагүй гэж үү? Сэтгэл нь тэвчдэггүй юм гэж бодмоор шүү.
segment_65|unused|- Хүний хоолыг муу хэлээд л байх юм, харин танай сайдынх яаж хооллодог вэ дээ?
segment_66|unused|- Бид үгүйдээ тохитой томоотой хүмүүсийг урьдаг, хэрвээ бид бидний төлөө саналаа өгдөг сайн санаат борчуудыг зочлох хэрэггүй байсансан бол гэртээ хоол идэхийг үхлээс илүүд үзэж айх байсан билээ.
segment_67|unused|- Тэгвэл нэг хундага херес ууж, бисквит боов ид.
segment_68|unused|- Дуртайяа идье. Танай испани дарс тун сайхан юм. Бид энэ оронд энх тайваныг тогтоосон нь хичнээн зөв байгааг та харж байгаа биз дээ?
segment_69|unused|- Тийм ээ, дон Карлос яах вэ?
segment_70|unused|- Яах вэ дээ, дон Карлос бордоо ууж л байг. Арван жилийн дараа түүний хүүг бяцхан хатан хаантай гэрлүүлнэ.
segment_71|unused|- Та хэвээ тэр үед алба хааж байвал, алтан ноос одонгоор шагнуулна даа.
segment_72|unused|- Альбер, та өнөөдөр намайг хоосон яриагаар хооллох гэсэн юм шив.
segment_73|unused|- Энэ бол ходоодыг юунаас ч илүү зугаацуулдаг юм шүү. Байзаарай, Бошаны дуу гарч байх шив, та түүнтэй маргалдан зугаагаа гаргана биз.
segment_74|unused|- Юун тухай маргах хэрэг вэ?
segment_75|unused|- Сонинд бичиж байгаа зүйлийн тухай маргахгүй юу.
segment_76|unused|- Би сонин уншдаг гэж үү? Гэж Люсьен жигшсэн байртай хэлэв.
segment_77|unused|- Тийм тусмаа л маргах үндэс их байна.
segment_78|unused|- Эрхэм Бошан ирлээ! гэж хиа мэдэгдэв.
segment_79|unused|- Ор ор, аймшигт үзэг минь гэж Альбер хэлээд, шинэ орж ирсэн зочныг угтан очиж, - Дебре, таны өгүүллүүдийг уншдаггүй боловч, таныг тэвчиж чаддаггүй гэж байна гэв.
segment_80|unused|- Түүний хэлдэг маш зөв. Би ч бас түүний юу хийж суудгийг мэдэхгүй боловч зүхэж байдаг юм. Сайн байна уу, дарга минь.
segment_81|unused|- Өө, та бас дуулчихаа юу? гэж сайдын нарийн бичгийн дарга инээмсэглэн хэлээд, сэтгүүлчийн гарыг атгав.
segment_82|unused|- Мэдэхээр барах уу.
segment_83|unused|- Улсууд энэ тухай юу гэж ярьж байна?
segment_84|unused|- Ямар улсууд? Христосын төрж мэндэлснээс хойших мянга найман зуун гучин найман онд, тийм улсууд олон бий.
segment_85|unused|- Гол хүний нэг та болдог шүүмжлэгч, улс төрийнхний дунд,
segment_86|unused|- Энэ бол зүй ёсны хэрэг, тэгээд ч бага зэрэг цэнхрийг ургуулахын тулд хүрэлцэхүйц хэмжээний ухааныг суулгаж байгаа юм байна гэж ярьцгааж байна.
segment_87|unused|- Догь хэлжээ гэж Люсьен хэлээд, - Хүндэт Бошан та яагаад манайх биш юм бэ? Ийм ухаантай хүн гурав, дөрөвхөн жилийн дотор өндөр тушаалд гарна даа.
segment_88|unused|- Би таны зөвлөгөөг дагахад ганцхан юм л, хагас жил ч болов тогтож чадах яам бий болохыг л хүлээгээд байна. Одоо хэлэх нэг үг байна, Альбер, хөөрхий люсьенийг амраах хэрэгтэй. Бид өглөөний зоог идэх үү, аль эсвэл өдрийнхийг үү? Би танхим уруу явах хэрэгтэй. Танай ажилд бүх юм сайхнаараа байдаггүйг харж байгаа биз дээ.
segment_89|unused|- Бид өглөөний зоог иднэ, харин одоо хоёрхон хүн хүлээж байна. Тэднийг ирэхээр л ширээнд сууцгаана.
segment_90|unused|- Та чухам хэнийг хүлээж байгаа юм бэ, гэж Бошан асуухад, Альбер-Нэг нь язгууртан, нөгөө нь дипломат гэж хариулав.
segment_91|unused|- За тэгвэл язгууртныг нь хоёр цаг, дипломатыг нь түүнээс ч удаан хүлээх хэрэг болох нь ээ. - Би сүүлчийн хөнгөн цайн дээр л ирье, надад жимс, кофе, тамхи тавьж байгаарай. Одоо очоод танхимд хоол идчихье.
segment_92|unused|- Боль доо Бошан, язгууртныг нь Монморанси, дипломатыг нь Меттерних гэдэг ч байлаа гэсэн ялгаагүй. Арван цаг хагаст хоолоо идэхээр ширээнд сууна. Харин одоохондоо Дебрегийн үлгэрээр херес ууж, бисквит зооглох тун.
segment_93|unused|- За яах вэ, би үлдье. Өнөөдөр заавал зугаацмаар санагдаад байна.
segment_94|unused|- Та яг л Дебре шиг боллоо! Яам нь гутарч гунихарч ирэхэд, эсрэг тал нь хөгжилтэй байх ёстой гэж бодож байна.
segment_95|unused|- Тийм ээ, гэсэн ч та надад юу заналхийлж байгааг мэдэхгүй байна! Өнөөдөр бид депутатуудын танхимд Дангларын үг хэсэхийг сонсоно. Харин орой нь францын тайжийн эмгэнэлт жүжгийг эхнэртэй нь хамт үзнэ. Чөтгөр ав, үндсэн хуулийн байгуулалт ч гэж дээ! Бид сонгож болох байсан гэж улс ярьцгаах юм! Бид яаж Дангларыг сонгочхоо юм бэ?
segment_96|unused|- Та хөгжилтэй байх хэрэгтэй болсныг би ойлгож байна. - Дангларын хэлэх үгийг хайхрахгүй бүү байгаарай, тэр таны төлөө санал өгч байгаа, тэгээд ч бас сөрөг талын хүн шүү дээ, гэж Дебрэ хэлэв.
segment_97|unused|- Харин хамаг гай л тэнд байгаа юм! Та нар түүнийг Люксембургийн ордон уруу донгосуулахаар явуулахыг л би тэсэж ядан хүлээж байна. Тэгвэл л би нэг чөлөөтэй болно доо.
segment_98|unused|- Испанид ажил хэрэг тохиносон байна гэдэг нь шууд харагдаж байна гэж Альбер Бошанд хэлээд - Та бас өнөөдөр их эмзэг, ёжтой байна аа. Парисын дээдсийн хүрээлэн намайг Дангларын охин Эженитэй хурим хийх гэж байгааг ярьж буйг санаарай. Хожим надад: “Бэйс та, миний охиндоо хоёр саяын инж өгсөн байгааг мэднэ шүү дээ” гэж хэлэх хүний уран цэцэн үгийг шоолж доромжлохыг миний сэтгэл төвдөхгүй байна шүү гэв.
segment_99|unused|- Энэ хурим болохгүй, гэж Бошан түүний яриаг таслан-Ван түүнийг түшээ гүн болгож болно, тайжаар шагнаж чадна, тэгэхдээ ингэлээ гээд сурвалжит язгууртан болохгүй шүү дээ. Тэгэхэд Морсер гүн бол өчүүхэн хоёр саяын холбоог зөвшөөрнө гэхэд дэндүү томдох язгууртан хүн. Бейс Де Морсер бол зөвхөн л сурвалжит хүнтэй сууж болно гэв.
segment_100|unused|- Үгүй, хоёр сая гэдэг чинь муугүй хэрэг шүү гэж Морсер зөрөв.
segment_101|unused|- Энэ бол ямар нэг театр, эсвэл ургамлын цэцэрлэгээс Рапэ хүртэлх төмөр замын салбарын хувь нийлүүлсэн хөрөнгө шүү дээ.
segment_102|unused|- Морсер та түүний үгэнд бүү ор, сууж л орхи гэж дебрэ залхуу нь хүрсэн байдалтай дуугараад, -Та мөнгөний ууттай ураг төрлийн барилдаантай болно шүү дээ. Энэ нь танд хамаагүй юм биш үү? Тэр уут нь нэг сүлдээр бага боловч, нэг тэгээр илүү байх болно. Танай сүлдэн дээр долоон шувуу бий, түүнийхээ гурвыг нь эхнэртээ өг, өөрт чинь дөрөв үлдэнэ. Гэсэн ч хан Гизаас нэгээр илүү байх болно. Харин тэгэхэд тэр арай л Францын ван болчихоогүй, үеэл ах нь Германы эзэн хаан байсан шүү дээ.
segment_103|unused|- Нээрээ тийм дээ гэж Альбер алмайрсхийн хариулав.
segment_104|unused|- Тэгэлгүй яах вэ! Тэгээд бас саятан бүхэн бутчийн хүүхэд шиг удам угсаатай байдаг.
segment_105|unused|- Иш, дуугүй бай, Дебрэ, гэснээ Бошан инээж, -Шато-Рено ирж явна, орж ирээд таныг хуулийн зүйл анги шохоорхдог өвчнөөс чинь эмчлэхийн тулд өвөг дээдэс Рено де Монтобаныхаа сэлмээр нэвт хатгана даа гэж хэлэв.
segment_106|unused|- Би маш доорд язгуурын гаралтай хүн болохоор Шато-Рено зөвхөн өөрийнхөө л нэр төрийг алдах болно.
segment_107|unused|- За тэр шүү! Яам, Беранжегийн аяар дуулж эхлэх нь. Бурхан минь, бид хаашаа явах нь энэ билээ! гэж Бошан дуу алдав.
segment_108|unused|- Эрхэмсэг де Шато-Рено! Эрхэм Максимиллиан Моррель гэж хиа айлтгав.
segment_109|unused|- За тэгвэл бүрдэл болох шив! гэж Бошан хэлээд, - Одоо бид өглөөнийхөө зоогийг барих уу? Би андуураагүй бол, та хоёр хүн ирэхийг хүлээж байна гэсэн биз дээ, Альбер? гэж асуухад,, Альбер гайхсан байдалтайгаар,
segment_110|unused|- Моррель ий! Моррель гэдэг чинь ямар хүн билээ? гэж шивгэнээд үгээ ч бүрэн хэлж дуусаагүй байтал, хөлөөсөө толгой хүртэл язгууртны шинжтэй нэг үгээр Гиш шиг гадаад төрх байдалтай, Мортемар шиг ухаантай гуч орчим насны сайхан залуу гараас нь барьж,
segment_111|unused|-Миний найз намайг аврагч спагийн ахмад Максимилиан Моррелийг тантай танилцуулахыг Альберт та зөвшөөрнө үү? Ер нь ийм хүнийг танилцуулах ч шаардлагагүй. Бэйс та миний баатартай мэндлээч гэж хэлэв.
segment_112|unused|Тэгээд тэр манай уншигчид мартахааргүй хэцүү явдлын үед Марсель хотод үзсэн нөгөө хар сахалтай, нэвт шувт харцтай, өргөн духтай, өндөр гуалиг биетэй залуу хүнд зай тавьж, хажуу тийшээ болов. Хагас Франц хагас Дорно зүгийн хийцтэй өнгөлөг сайхан ёслолын цамц нь сайхан зохиж, хүндэт Легонны хирээс одон зүүсэн өргөн цээж, гуалиг биеийг нь жавхайлан барьжээ. Залуу дарга ихэд цэцгэрхэнээр мэхийн мэндлэв. Залуу хүч чадалтай хүн болохоор хөдөлгөөн нь даанч нямбайлаг сайхан байлаа.
segment_113|unused|- Эрхэм Моррель, түшээ гүн Шато-Рено таныг надтай танилцуулахдаа надад их тааламжтай сэтгэл төрнө гэдгийг мэдэж байжээ. Та түүний найз нөхөр болохоор мөн л бидний найз нөхөр болно гэж хэлэв.
